"feelsLike","rain","humidity","temperature","time","date","datetimeWithTime"
"9.5","0","67","10.7","2023-04-24 02:00","2023-04-24","4/24/2023 2:00 AM"
"9.4","0","67","10.6","2023-04-24 03:00","2023-04-24","4/24/2023 3:00 AM"
"8.4","0","69","9.9","2023-04-24 04:00","2023-04-24","4/24/2023 4:00 AM"
"8","0","72","9.6","2023-04-24 05:00","2023-04-24","4/24/2023 5:00 AM"
"9.3","0","74","10.7","2023-04-24 06:00","2023-04-24","4/24/2023 6:00 AM"
"11.6","0","65","12.9","2023-04-24 07:00","2023-04-24","4/24/2023 7:00 AM"
"15.1","0","58","15.1","2023-04-24 08:00","2023-04-24","4/24/2023 8:00 AM"
"16.9","0","49","16.9","2023-04-24 09:00","2023-04-24","4/24/2023 9:00 AM"
"17.7","0","46","17.7","2023-04-24 10:00","2023-04-24","4/24/2023 10:00 AM"
"19","0","45","19","2023-04-24 11:00","2023-04-24","4/24/2023 11:00 AM"
"19.8","0","45","19.8","2023-04-24 12:00","2023-04-24","4/24/2023 12:00 PM"
"18.3","0","52","18.3","2023-04-24 13:00","2023-04-24","4/24/2023 1:00 PM"
"17.5","0","57","17.5","2023-04-24 14:00","2023-04-24","4/24/2023 2:00 PM"
"18.2","0","57","18.2","2023-04-24 15:00","2023-04-24","4/24/2023 3:00 PM"
"17.3","81","62","17.3","2023-04-24 16:00","2023-04-24","4/24/2023 4:00 PM"
"15.6","0","70","15.6","2023-04-24 17:00","2023-04-24","4/24/2023 5:00 PM"
"12.3","79","77","13.1","2023-04-24 18:00","2023-04-24","4/24/2023 6:00 PM"
"11.8","0","79","12.4","2023-04-24 19:00","2023-04-24","4/24/2023 7:00 PM"
"11.2","75","84","11.6","2023-04-24 20:00","2023-04-24","4/24/2023 8:00 PM"
"10.7","70","90","11.1","2023-04-24 21:00","2023-04-24","4/24/2023 9:00 PM"
"9.6","60","94","10.7","2023-04-24 22:00","2023-04-24","4/24/2023 10:00 PM"
"9","77","95","10.5","2023-04-24 23:00","2023-04-24","4/24/2023 11:00 PM"
