"feelsLike","rain","humidity","temperature","time2","date"
"10","11","77","11.5","5/2/2023, 4:00:00 AM","04:00"
"10.3","13","77","11.7","5/2/2023, 5:00:00 AM","05:00"
"11","14","76","12.4","5/2/2023, 6:00:00 AM","06:00"
"11.9","15","73","13.4","5/2/2023, 7:00:00 AM","07:00"
"13.2","16","72","14.4","5/2/2023, 8:00:00 AM","08:00"
"13.8","18","74","14.6","5/2/2023, 9:00:00 AM","09:00"
"13.6","21","77","14.6","5/2/2023, 10:00:00 AM","10:00"
"12.8","23","81","14.5","5/2/2023, 11:00:00 AM","11:00"
"12.5","28","82","14.3","5/2/2023, 12:00:00 PM","12:00"
"12.2","34","83","14.1","5/2/2023, 1:00:00 PM","13:00"
"11.8","39","83","13.6","5/2/2023, 2:00:00 PM","14:00"
"11.4","44","84","13.2","5/2/2023, 3:00:00 PM","15:00"
"10.9","50","84","12.8","5/2/2023, 4:00:00 PM","16:00"
"10.3","55","85","12.2","5/2/2023, 5:00:00 PM","17:00"
"10.2","51","85","11.8","5/2/2023, 6:00:00 PM","18:00"
"10.1","46","84","11.5","5/2/2023, 7:00:00 PM","19:00"
"9.8","42","84","11","5/2/2023, 8:00:00 PM","20:00"
"9.3","41","85","10.5","5/2/2023, 9:00:00 PM","21:00"
"8.7","40","87","9.9","5/2/2023, 10:00:00 PM","22:00"
"8","39","89","9.2","5/2/2023, 11:00:00 PM","23:00"
