"feelsLike","rain","humidity","temperature","time2","date"
"8","10","97","9.1","4/30/2023, 3:00:00 AM","03:00"
"7.6","10","96","8.8","4/30/2023, 4:00:00 AM","04:00"
"7.3","10","94","8.5","4/30/2023, 5:00:00 AM","05:00"
"7.3","13","92","8.6","4/30/2023, 6:00:00 AM","06:00"
"7.4","16","90","8.8","4/30/2023, 7:00:00 AM","07:00"
"7.9","19","85","9.4","4/30/2023, 8:00:00 AM","08:00"
"8.8","23","79","10.5","4/30/2023, 9:00:00 AM","09:00"
"10","28","73","11.9","4/30/2023, 10:00:00 AM","10:00"
"11.2","32","64","13.5","4/30/2023, 11:00:00 AM","11:00"
"11.6","37","58","14.2","4/30/2023, 12:00:00 PM","12:00"
"11.7","43","53","14.6","4/30/2023, 1:00:00 PM","13:00"
"11.8","48","48","15","4/30/2023, 2:00:00 PM","14:00"
"11.7","47","48","15.3","4/30/2023, 3:00:00 PM","15:00"
"12","46","47","15.6","4/30/2023, 4:00:00 PM","16:00"
"12.2","45","49","15.5","4/30/2023, 5:00:00 PM","17:00"
"11.9","38","53","14.7","4/30/2023, 6:00:00 PM","18:00"
"11.5","30","60","13.6","4/30/2023, 7:00:00 PM","19:00"
"10.6","23","68","12.1","4/30/2023, 8:00:00 PM","20:00"
"9.7","20","72","11.2","4/30/2023, 9:00:00 PM","21:00"
"9","16","76","10.4","4/30/2023, 10:00:00 PM","22:00"
"8","13","80","9.5","4/30/2023, 11:00:00 PM","23:00"
"7.6","9","82","9","5/1/2023, 12:00:00 AM","00:00"
"7.4","4","84","8.8","5/1/2023, 1:00:00 AM","01:00"
"7","0","85","8.4","5/1/2023, 2:00:00 AM","02:00"
"6.5","1","86","8","5/1/2023, 3:00:00 AM","03:00"
"6","2","86","7.5","5/1/2023, 4:00:00 AM","04:00"
"5.9","3","86","7.4","5/1/2023, 5:00:00 AM","05:00"
"6.7","3","85","8.1","5/1/2023, 6:00:00 AM","06:00"
"8","3","84","9.1","5/1/2023, 7:00:00 AM","07:00"
"9.9","3","81","10.7","5/1/2023, 8:00:00 AM","08:00"
"11.2","5","76","12.1","5/1/2023, 9:00:00 AM","09:00"
"12.4","8","70","13.5","5/1/2023, 10:00:00 AM","10:00"
"14.4","10","62","15.2","5/1/2023, 11:00:00 AM","11:00"
"15.3","13","57","16","5/1/2023, 12:00:00 PM","12:00"
"15.7","16","52","16.6","5/1/2023, 1:00:00 PM","13:00"
"15.7","19","48","17.2","5/1/2023, 2:00:00 PM","14:00"
"15.6","17","47","17.4","5/1/2023, 3:00:00 PM","15:00"
"15.6","15","47","17.4","5/1/2023, 4:00:00 PM","16:00"
"15.3","13","49","17","5/1/2023, 5:00:00 PM","17:00"
"14.7","10","53","16.2","5/1/2023, 6:00:00 PM","18:00"
"13.7","6","60","15","5/1/2023, 7:00:00 PM","19:00"
"12.2","3","68","13.3","5/1/2023, 8:00:00 PM","20:00"
"10.8","3","74","12","5/1/2023, 9:00:00 PM","21:00"
"9.3","3","80","10.5","5/1/2023, 10:00:00 PM","22:00"
"7.3","3","87","8.7","5/1/2023, 11:00:00 PM","23:00"
