"feelsLike","rain","humidity","temperature","time","date","datetimeWithTime"
"9.4","66","82","10.4","2023-04-25 11:00","2023-04-25","4/25/2023 11:00 AM"
"9.7","78","85","10.4","2023-04-25 12:00","2023-04-25","4/25/2023 12:00 PM"
"10.1","73","83","10.8","2023-04-25 13:00","2023-04-25","4/25/2023 1:00 PM"
"11.6","70","76","12","2023-04-25 14:00","2023-04-25","4/25/2023 2:00 PM"
"11.2","69","76","11.7","2023-04-25 15:00","2023-04-25","4/25/2023 3:00 PM"
"10.8","76","81","11.3","2023-04-25 16:00","2023-04-25","4/25/2023 4:00 PM"
"10.3","69","83","10.9","2023-04-25 17:00","2023-04-25","4/25/2023 5:00 PM"
"9.1","80","84","10.2","2023-04-25 18:00","2023-04-25","4/25/2023 6:00 PM"
"8.1","73","86","9.4","2023-04-25 19:00","2023-04-25","4/25/2023 7:00 PM"
"7.1","86","88","8.3","2023-04-25 20:00","2023-04-25","4/25/2023 8:00 PM"
"7.1","67","88","8.3","2023-04-25 21:00","2023-04-25","4/25/2023 9:00 PM"
"6.1","82","87","8.2","2023-04-25 22:00","2023-04-25","4/25/2023 10:00 PM"
"5.4","85","87","7.8","2023-04-25 23:00","2023-04-25","4/25/2023 11:00 PM"
