"feelsLike","rain","humidity","temperature","time","date","datetimeWithTime"
"7.6","0","76","8","2023-04-20 22:00","2023-04-20","4/20/2023 10:00 PM"
"7","0","78","7.6","2023-04-20 23:00","2023-04-20","4/20/2023 11:00 PM"
"7.9","0","76","8","2023-04-21 00:00","2023-04-21","4/21/2023 12:00 AM"
"8.2","0","75","8.2","2023-04-21 01:00","2023-04-21","4/21/2023 1:00 AM"
"7.4","0","79","7.3","2023-04-21 02:00","2023-04-21","4/21/2023 2:00 AM"
"5.8","0","83","6.6","2023-04-21 03:00","2023-04-21","4/21/2023 3:00 AM"
"5.3","0","85","6.4","2023-04-21 04:00","2023-04-21","4/21/2023 4:00 AM"
"4.1","0","91","5.4","2023-04-21 05:00","2023-04-21","4/21/2023 5:00 AM"
"5.9","0","88","6.9","2023-04-21 06:00","2023-04-21","4/21/2023 6:00 AM"
"7.7","0","76","9.2","2023-04-21 07:00","2023-04-21","4/21/2023 7:00 AM"
"9.3","0","66","10.9","2023-04-21 08:00","2023-04-21","4/21/2023 8:00 AM"
"10.9","0","58","12.5","2023-04-21 09:00","2023-04-21","4/21/2023 9:00 AM"
"12","0","50","13.5","2023-04-21 10:00","2023-04-21","4/21/2023 10:00 AM"
"13.4","0","47","14.6","2023-04-21 11:00","2023-04-21","4/21/2023 11:00 AM"
"15.5","0","44","15.5","2023-04-21 12:00","2023-04-21","4/21/2023 12:00 PM"
"16.1","0","44","16.1","2023-04-21 13:00","2023-04-21","4/21/2023 1:00 PM"
"16.3","0","44","16.3","2023-04-21 14:00","2023-04-21","4/21/2023 2:00 PM"
"16.2","0","45","16.2","2023-04-21 15:00","2023-04-21","4/21/2023 3:00 PM"
"16","0","52","16","2023-04-21 16:00","2023-04-21","4/21/2023 4:00 PM"
"13","0","60","13.9","2023-04-21 17:00","2023-04-21","4/21/2023 5:00 PM"
"11.4","0","66","12.3","2023-04-21 18:00","2023-04-21","4/21/2023 6:00 PM"
"10.7","0","65","11.6","2023-04-21 19:00","2023-04-21","4/21/2023 7:00 PM"
"10.2","0","66","11","2023-04-21 20:00","2023-04-21","4/21/2023 8:00 PM"
"9.9","0","66","10.7","2023-04-21 21:00","2023-04-21","4/21/2023 9:00 PM"
"9.9","0","66","10.5","2023-04-21 22:00","2023-04-21","4/21/2023 10:00 PM"
"10.2","0","66","10.3","2023-04-21 23:00","2023-04-21","4/21/2023 11:00 PM"
"10.1","0","66","9.9","2023-04-22 00:00","2023-04-22","4/22/2023 12:00 AM"
"9.6","0","67","9.6","2023-04-22 01:00","2023-04-22","4/22/2023 1:00 AM"
"9.2","0","69","9.2","2023-04-22 02:00","2023-04-22","4/22/2023 2:00 AM"
"9","0","70","9","2023-04-22 03:00","2023-04-22","4/22/2023 3:00 AM"
"8.9","0","71","8.9","2023-04-22 04:00","2023-04-22","4/22/2023 4:00 AM"
"8.4","0","75","8.4","2023-04-22 05:00","2023-04-22","4/22/2023 5:00 AM"
"9.5","0","74","9.5","2023-04-22 06:00","2023-04-22","4/22/2023 6:00 AM"
"10.8","0","70","10.8","2023-04-22 07:00","2023-04-22","4/22/2023 7:00 AM"
"11.8","63","66","11.8","2023-04-22 08:00","2023-04-22","4/22/2023 8:00 AM"
"13.6","60","62","13.1","2023-04-22 09:00","2023-04-22","4/22/2023 9:00 AM"
"14.1","61","56","14","2023-04-22 10:00","2023-04-22","4/22/2023 10:00 AM"
"14.6","64","51","14.6","2023-04-22 11:00","2023-04-22","4/22/2023 11:00 AM"
"15.4","77","49","15.4","2023-04-22 12:00","2023-04-22","4/22/2023 12:00 PM"
"15.8","88","48","15.8","2023-04-22 13:00","2023-04-22","4/22/2023 1:00 PM"
"15.5","0","50","15.5","2023-04-22 14:00","2023-04-22","4/22/2023 2:00 PM"
"14.7","0","58","14.9","2023-04-22 15:00","2023-04-22","4/22/2023 3:00 PM"
"13.9","0","64","14.2","2023-04-22 16:00","2023-04-22","4/22/2023 4:00 PM"
"13.4","0","67","13.7","2023-04-22 17:00","2023-04-22","4/22/2023 5:00 PM"
"12.2","0","67","12.7","2023-04-22 18:00","2023-04-22","4/22/2023 6:00 PM"
"11.4","0","65","12.1","2023-04-22 19:00","2023-04-22","4/22/2023 7:00 PM"
"10.1","0","66","11.1","2023-04-22 20:00","2023-04-22","4/22/2023 8:00 PM"
"8.8","0","70","9.9","2023-04-22 21:00","2023-04-22","4/22/2023 9:00 PM"
"7.7","0","74","8.7","2023-04-22 22:00","2023-04-22","4/22/2023 10:00 PM"
"7","0","76","8.1","2023-04-22 23:00","2023-04-22","4/22/2023 11:00 PM"
