"feelsLike","rain","humidity","temperature","time","date","datetimeWithTime"
"14.1","0","45","14.3","2023-04-28 13:00","2023-04-28","4/28/2023 1:00 PM"
"14.8","0","46","14.7","2023-04-28 14:00","2023-04-28","4/28/2023 2:00 PM"
"15.1","0","47","15.1","2023-04-28 15:00","2023-04-28","4/28/2023 3:00 PM"
"15.2","0","49","14.8","2023-04-28 16:00","2023-04-28","4/28/2023 4:00 PM"
"13.3","0","61","13.7","2023-04-28 17:00","2023-04-28","4/28/2023 5:00 PM"
"10.2","0","67","11.5","2023-04-28 18:00","2023-04-28","4/28/2023 6:00 PM"
"7.7","0","68","9.6","2023-04-28 19:00","2023-04-28","4/28/2023 7:00 PM"
"6","0","76","8.2","2023-04-28 20:00","2023-04-28","4/28/2023 8:00 PM"
"6.1","0","77","8.4","2023-04-28 21:00","2023-04-28","4/28/2023 9:00 PM"
"6.8","0","76","8.9","2023-04-28 22:00","2023-04-28","4/28/2023 10:00 PM"
"7.7","0","73","9.6","2023-04-28 23:00","2023-04-28","4/28/2023 11:00 PM"
