"feelsLike","rain","humidity","temperature","time","date","datetimeWithTime"
"2.1","0","90","5.1","2023-04-25 23:00","2023-04-25","4/25/2023 11:00 PM"
"1.1","0","93","4.9","2023-04-26 00:00","2023-04-26","4/26/2023 12:00 AM"
"0.8","0","93","4.7","2023-04-26 01:00","2023-04-26","4/26/2023 1:00 AM"
"0.2","0","93","3.9","2023-04-26 02:00","2023-04-26","4/26/2023 2:00 AM"
"-0.7","0","89","3.2","2023-04-26 03:00","2023-04-26","4/26/2023 3:00 AM"
"-1.6","0","90","2.1","2023-04-26 04:00","2023-04-26","4/26/2023 4:00 AM"
"-1.7","0","89","2","2023-04-26 05:00","2023-04-26","4/26/2023 5:00 AM"
"0.3","0","85","3.7","2023-04-26 06:00","2023-04-26","4/26/2023 6:00 AM"
"1.5","0","81","5.4","2023-04-26 07:00","2023-04-26","4/26/2023 7:00 AM"
"3","65","74","6.8","2023-04-26 08:00","2023-04-26","4/26/2023 8:00 AM"
"4.3","0","63","7.9","2023-04-26 09:00","2023-04-26","4/26/2023 9:00 AM"
"5.2","75","58","8.5","2023-04-26 10:00","2023-04-26","4/26/2023 10:00 AM"
"4.9","0","61","8.1","2023-04-26 11:00","2023-04-26","4/26/2023 11:00 AM"
"6.3","72","55","9.4","2023-04-26 12:00","2023-04-26","4/26/2023 12:00 PM"
"7","0","51","9.8","2023-04-26 13:00","2023-04-26","4/26/2023 1:00 PM"
"6.9","78","51","9.7","2023-04-26 14:00","2023-04-26","4/26/2023 2:00 PM"
"7.7","0","51","10.2","2023-04-26 15:00","2023-04-26","4/26/2023 3:00 PM"
"7","65","54","9.7","2023-04-26 16:00","2023-04-26","4/26/2023 4:00 PM"
"6.4","0","61","8.7","2023-04-26 17:00","2023-04-26","4/26/2023 5:00 PM"
"5","0","68","7.1","2023-04-26 18:00","2023-04-26","4/26/2023 6:00 PM"
"3.5","0","71","5.3","2023-04-26 19:00","2023-04-26","4/26/2023 7:00 PM"
"2.9","0","73","4","2023-04-26 20:00","2023-04-26","4/26/2023 8:00 PM"
"2.1","0","75","3.3","2023-04-26 21:00","2023-04-26","4/26/2023 9:00 PM"
"1.1","0","77","2.8","2023-04-26 22:00","2023-04-26","4/26/2023 10:00 PM"
"0.6","0","79","2.5","2023-04-26 23:00","2023-04-26","4/26/2023 11:00 PM"
"-0.4","0","82","1.8","2023-04-27 00:00","2023-04-27","4/27/2023 12:00 AM"
"-1","0","83","1.4","2023-04-27 01:00","2023-04-27","4/27/2023 1:00 AM"
"-1.2","0","84","1.1","2023-04-27 02:00","2023-04-27","4/27/2023 2:00 AM"
"-1.3","0","85","0.8","2023-04-27 03:00","2023-04-27","4/27/2023 3:00 AM"
"-1.6","0","86","0.6","2023-04-27 04:00","2023-04-27","4/27/2023 4:00 AM"
"-1.1","0","85","1.1","2023-04-27 05:00","2023-04-27","4/27/2023 5:00 AM"
"1.3","0","80","3.2","2023-04-27 06:00","2023-04-27","4/27/2023 6:00 AM"
"3","0","74","5.2","2023-04-27 07:00","2023-04-27","4/27/2023 7:00 AM"
"4.7","0","68","6.8","2023-04-27 08:00","2023-04-27","4/27/2023 8:00 AM"
"6.3","0","62","8.2","2023-04-27 09:00","2023-04-27","4/27/2023 9:00 AM"
"7.4","68","55","9.2","2023-04-27 10:00","2023-04-27","4/27/2023 10:00 AM"
"8.2","0","53","9.9","2023-04-27 11:00","2023-04-27","4/27/2023 11:00 AM"
"7.4","0","55","9.3","2023-04-27 12:00","2023-04-27","4/27/2023 12:00 PM"
"9","0","51","10.4","2023-04-27 13:00","2023-04-27","4/27/2023 1:00 PM"
"8.4","61","52","10","2023-04-27 14:00","2023-04-27","4/27/2023 2:00 PM"
"9.3","0","52","10.4","2023-04-27 15:00","2023-04-27","4/27/2023 3:00 PM"
"9.5","64","52","10.5","2023-04-27 16:00","2023-04-27","4/27/2023 4:00 PM"
"9","0","60","10","2023-04-27 17:00","2023-04-27","4/27/2023 5:00 PM"
"7.6","0","66","8.3","2023-04-27 18:00","2023-04-27","4/27/2023 6:00 PM"
"5.4","0","68","6.2","2023-04-27 19:00","2023-04-27","4/27/2023 7:00 PM"
"4.8","0","70","4.9","2023-04-27 20:00","2023-04-27","4/27/2023 8:00 PM"
"4.7","0","70","4.7","2023-04-27 21:00","2023-04-27","4/27/2023 9:00 PM"
"3.9","0","72","4.3","2023-04-27 22:00","2023-04-27","4/27/2023 10:00 PM"
"2.7","0","76","3.5","2023-04-27 23:00","2023-04-27","4/27/2023 11:00 PM"
