"feelsLike","rain","humidity","temperature","time","date","datetimeWithTime"
"10.9","0","54","12.2","2023-05-01 10:00","2023-05-01","5/1/2023 10:00 AM"
"16.4","0","52","16.4","2023-05-01 11:00","2023-05-01","5/1/2023 11:00 AM"
"17.4","0","50","17.4","2023-05-01 12:00","2023-05-01","5/1/2023 12:00 PM"
"18.2","0","49","18.2","2023-05-01 13:00","2023-05-01","5/1/2023 1:00 PM"
"18.6","0","48","18.6","2023-05-01 14:00","2023-05-01","5/1/2023 2:00 PM"
"18.8","0","49","18.8","2023-05-01 15:00","2023-05-01","5/1/2023 3:00 PM"
"18.7","0","55","18.7","2023-05-01 16:00","2023-05-01","5/1/2023 4:00 PM"
"17.6","0","62","17.6","2023-05-01 17:00","2023-05-01","5/1/2023 5:00 PM"
"15.1","0","70","15.1","2023-05-01 18:00","2023-05-01","5/1/2023 6:00 PM"
"10.8","0","77","12.5","2023-05-01 19:00","2023-05-01","5/1/2023 7:00 PM"
"6.2","0","80","8.6","2023-05-01 20:00","2023-05-01","5/1/2023 8:00 PM"
"5.4","0","80","7.9","2023-05-01 21:00","2023-05-01","5/1/2023 9:00 PM"
"4.5","0","81","7.1","2023-05-01 22:00","2023-05-01","5/1/2023 10:00 PM"
"4.2","0","83","6.8","2023-05-01 23:00","2023-05-01","5/1/2023 11:00 PM"
