"feelsLike","rain","humidity","temperature","time2","date"
"2.8","0","68","5.4","5/5/2023, 5:00:00 AM","05:00"
"2.6","0","72","5.2","5/5/2023, 6:00:00 AM","06:00"
"4.1","0","76","6.3","5/5/2023, 7:00:00 AM","07:00"
"8.6","0","78","9.7","5/5/2023, 8:00:00 AM","08:00"
"10.2","0","57","11.9","5/5/2023, 9:00:00 AM","09:00"
"11.5","0","52","13.3","5/5/2023, 10:00:00 AM","10:00"
"12.9","0","44","14.7","5/5/2023, 11:00:00 AM","11:00"
"13.9","1","42","15.4","5/5/2023, 12:00:00 PM","12:00"
"14.1","2","40","15.9","5/5/2023, 1:00:00 PM","13:00"
"13.9","3","38","16.3","5/5/2023, 2:00:00 PM","14:00"
"13.5","2","38","16.3","5/5/2023, 3:00:00 PM","15:00"
"12.2","1","39","15.7","5/5/2023, 4:00:00 PM","16:00"
"11.2","0","47","14.6","5/5/2023, 5:00:00 PM","17:00"
"10.5","0","47","14","5/5/2023, 6:00:00 PM","18:00"
"9.5","0","50","12.8","5/5/2023, 7:00:00 PM","19:00"
"8","0","58","11.2","5/5/2023, 8:00:00 PM","20:00"
"7.3","0","61","10.3","5/5/2023, 9:00:00 PM","21:00"
"6.5","0","63","9.5","5/5/2023, 10:00:00 PM","22:00"
"5.5","0","65","8.5","5/5/2023, 11:00:00 PM","23:00"
"4.6","1","66","7.7","5/6/2023, 12:00:00 AM","00:00"
"3.7","2","66","6.9","5/6/2023, 1:00:00 AM","01:00"
"2.5","3","66","5.9","5/6/2023, 2:00:00 AM","02:00"
"1.6","4","66","5.1","5/6/2023, 3:00:00 AM","03:00"
"0.7","5","65","4.2","5/6/2023, 4:00:00 AM","04:00"
"0.1","6","63","3.7","5/6/2023, 5:00:00 AM","05:00"
"0.3","10","61","4.1","5/6/2023, 6:00:00 AM","06:00"
"0.8","15","58","5","5/6/2023, 7:00:00 AM","07:00"
"2","19","54","6.4","5/6/2023, 8:00:00 AM","08:00"
"3","17","52","7.5","5/6/2023, 9:00:00 AM","09:00"
"4.4","15","50","8.8","5/6/2023, 10:00:00 AM","10:00"
"5.9","13","48","10.3","5/6/2023, 11:00:00 AM","11:00"
"6.6","16","48","11","5/6/2023, 12:00:00 PM","12:00"
"7.2","20","49","11.4","5/6/2023, 1:00:00 PM","13:00"
"7.8","23","52","11.7","5/6/2023, 2:00:00 PM","14:00"
"8.3","28","56","11.7","5/6/2023, 3:00:00 PM","15:00"
"8.7","34","62","11.4","5/6/2023, 4:00:00 PM","16:00"
"8.9","39","68","10.9","5/6/2023, 5:00:00 PM","17:00"
"8.6","37","72","10.4","5/6/2023, 6:00:00 PM","18:00"
"8.1","34","75","9.8","5/6/2023, 7:00:00 PM","19:00"
"7.2","32","77","9","5/6/2023, 8:00:00 PM","20:00"
"6.4","29","74","8.6","5/6/2023, 9:00:00 PM","21:00"
"5.5","26","68","8.2","5/6/2023, 10:00:00 PM","22:00"
"4.2","23","62","7.5","5/6/2023, 11:00:00 PM","23:00"
"3.5","21","62","6.8","5/7/2023, 12:00:00 AM","00:00"
"2.7","18","64","5.9","5/7/2023, 1:00:00 AM","01:00"
"1.7","16","68","4.8","5/7/2023, 2:00:00 AM","02:00"
"0.7","16","71","3.8","5/7/2023, 3:00:00 AM","03:00"
"-0.4","16","76","2.7","5/7/2023, 4:00:00 AM","04:00"
"-1.1","16","78","2.1","5/7/2023, 5:00:00 AM","05:00"
"-0.5","15","75","2.8","5/7/2023, 6:00:00 AM","06:00"
"0.8","14","71","4.1","5/7/2023, 7:00:00 AM","07:00"
"2.9","13","64","6.3","5/7/2023, 8:00:00 AM","08:00"
"4.9","11","60","8.3","5/7/2023, 9:00:00 AM","09:00"
"7.4","8","57","10.5","5/7/2023, 10:00:00 AM","10:00"
"10.7","6","53","13.1","5/7/2023, 11:00:00 AM","11:00"
"12.5","7","50","14.4","5/7/2023, 12:00:00 PM","12:00"
"13.6","9","47","15.5","5/7/2023, 1:00:00 PM","13:00"
"14.4","10","45","16.5","5/7/2023, 2:00:00 PM","14:00"
"14.9","10","46","17.2","5/7/2023, 3:00:00 PM","15:00"
"14.4","10","44","17.4","5/7/2023, 4:00:00 PM","16:00"
"13.6","10","44","17.1","5/7/2023, 5:00:00 PM","17:00"
"13","8","46","16.3","5/7/2023, 6:00:00 PM","18:00"
"12","5","49","15.1","5/7/2023, 7:00:00 PM","19:00"
"10.7","3","53","13.5","5/7/2023, 8:00:00 PM","20:00"
"9.8","3","55","12.5","5/7/2023, 9:00:00 PM","21:00"
"9","3","57","11.7","5/7/2023, 10:00:00 PM","22:00"
"8","3","61","10.6","5/7/2023, 11:00:00 PM","23:00"
"7.3","3","65","9.8","5/8/2023, 12:00:00 AM","00:00"
"6.6","3","69","9","5/8/2023, 1:00:00 AM","01:00"
"5.6","3","74","8","5/8/2023, 2:00:00 AM","02:00"
"4.8","3","77","7.1","5/8/2023, 3:00:00 AM","03:00"
"3.9","3","80","6.3","5/8/2023, 4:00:00 AM","04:00"
"3.7","3","81","6.1","5/8/2023, 5:00:00 AM","05:00"
"4.9","4","77","7.2","5/8/2023, 6:00:00 AM","06:00"
"6.8","5","71","9.1","5/8/2023, 7:00:00 AM","07:00"
"9.4","6","64","11.6","5/8/2023, 8:00:00 AM","08:00"
"11","7","62","13.3","5/8/2023, 9:00:00 AM","09:00"
"12.6","9","61","14.9","5/8/2023, 10:00:00 AM","10:00"
"14.3","10","61","16.5","5/8/2023, 11:00:00 AM","11:00"
"14.8","11","61","16.9","5/8/2023, 12:00:00 PM","12:00"
"14.8","12","61","16.8","5/8/2023, 1:00:00 PM","13:00"
"14.5","13","63","16.4","5/8/2023, 2:00:00 PM","14:00"
"14.4","15","69","15.9","5/8/2023, 3:00:00 PM","15:00"
"14.4","17","76","15.3","5/8/2023, 4:00:00 PM","16:00"
"13.9","19","84","14.4","5/8/2023, 5:00:00 PM","17:00"
"13.4","18","86","14","5/8/2023, 6:00:00 PM","18:00"
"12.9","17","86","13.6","5/8/2023, 7:00:00 PM","19:00"
"12.2","16","86","13.2","5/8/2023, 8:00:00 PM","20:00"
"11.9","14","87","12.9","5/8/2023, 9:00:00 PM","21:00"
"11.6","12","88","12.7","5/8/2023, 10:00:00 PM","22:00"
"11.4","10","89","12.4","5/8/2023, 11:00:00 PM","23:00"
